bookID,specialist_rating,reader_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,age
282,2.99,2.87,465067093,9780465067091,eng,257,265,31,6/13/1988,Basic Books,10-13
283,3.01,2.6,898709199,9780898709193,en-GB,259,51,7,4/30/2006,Ignatius Press,10-13
284,0.92,0.73,60887966,9780060887964,eng,192,920,76,5/2/2006,HarperOne,10-13
285,2.34,,61122416,9780061122415,eng,197,1631221,55843,5/1/1993,HarperCollins,10-13
286,2.69,2.01,142150460X,9781421504605,eng,192,9013,153,9/19/2006,VIZ Media LLC,10-13
287,1.54,0.72,1591169259,9781591169253,eng,192,16666,299,9/13/2005,VIZ Media LLC,10-13
288,1.13,3.11,1421504596,9781421504599,eng,192,11451,161,7/18/2006,VIZ Media LLC,10-13
289,2.67,1.9,1591169208,9781591169208,eng,192,111091,1427,5/3/2005,VIZ Media LLC,10-13
290,0.53,1.37,1591169291,9781591169291,eng,200,10752,294,11/8/2005,VIZ Media LLC,10-13
291,1.13,2.05,006019250X,9780060192501,en-US,198,251,32,11/1/1998,HarperCollins Publishers,10-13
292,2.26,2.38,1591169232,9781591169239,eng,192,14923,419,7/5/2005,VIZ Media LLC,10-13
293,2.16,,812974611,9780812974614,eng,274,26922,1726,11/8/2005,Random House Trade Paperbacks,10-13
294,0.72,1.44,158715739X,9781587157394,eng,360,1156,68,12/3/2002,Borgo Press,10-13
295,2.76,0.75,142000671,9780142000670,eng,103,1755253,25554,1/8/2002,Penguin Books,10-13
296,0.91,2.08,60554738,9780060554736,en-US,464,20529,1592,9/6/2005,It Books,10-13
297,1.42,0.68,014240120X,9780142401200,eng,182,142121,8782,4/12/2004,Puffin,10-13
298,0.97,3.57,808553038,9780808553038,eng,215,30231,1130,7/7/2009,Turtleback Books,10-13
299,2.46,3.87,1400096898,9781400096893,eng,503,280309,3703,11/22/2005,Vintage Books USA,10-13
300,3.27,2.52,739326228,9780739326220,eng,434,1301083,19296,11/15/2005,Random House Large Print Publishing,10-13
301,2.28,1.19,99498189,9780099498186,en-US,497,2122,256,12/1/2005,Vintage,10-13
302,1.7,1.28,1557046832,9781557046833,eng,144,145,8,10/20/2005,Newmarket Press,10-13
303,2.97,1.9,99771519,9780099771517,eng,497,4189,462,6/4/1998,Vintage,10-13
304,1.89,2.08,074343059X,9780743430593,eng,334,1556,158,5/6/2003,Pocket Books,10-13
305,0.55,2,1932664394,9781932664393,eng,58,9,2,2/1/2006,Oni Press,10-13
306,1.94,3.3,521750849,9780521750844,eng,95,59,7,8/1/2002,Cambridge University Press,10-13
307,0.5,2.61,802415318,9780802415318,eng,0,22,4,1/1/2005,Moody Publishers,10-13
308,1.94,2.62,1416524797,9781416524793,eng,736,2418736,21303,4/1/2006,Pocket Books,10-13
309,1.81,1.49,849561877X,9788495618771,spa,508,196,20,12/1/2005,Umbriel,10-13
310,1.2,2.54,972859896,9780972859899,spa,18,65,7,12/1/2005,FonoLibro,10-13
311,3.41,1.89,307277674,9780307277671,eng,489,1679706,35877,3/28/2006,Anchor,10-13
312,0.95,1.28,076792603X,9780767926034,eng,467,1120,105,3/28/2006,Broadway Books,10-13
313,0.88,1.03,2266144340,9782266144346,fre,744,377,16,5/3/2005,Pocket,10-13
314,2.44,2.5,1416524800,9781416524809,eng,736,4919,410,4/1/2006,Pocket Books,10-13
315,1.92,1.23,552151769,9780552151764,eng,585,3353,183,5/1/2004,Corgi Books,10-13
316,1.79,3.03,593055071,9780593055076,eng,448,61,4,8/1/2005,Bantam Press,10-13
317,2.49,2.61,078601606X,9780786016068,eng,383,456,41,2/1/2005,Pinnacle,10-13
318,1.32,2.56,671015206,9780671015206,eng,258,61760,2600,10/1/1998,Gallery Books,10-13
319,1.52,3.41,1585424331,9781585424337,eng,320,88897,2334,9/1/2005,Tarcherperigee,10-13
320,1.99,2.11,1932429239,9781932429237,eng,368,48,9,8/7/2004,High Roads Media,10-13
321,1.95,1.3,977616657,9780977616657,eng,256,173,14,6/7/2006,Pragmatic Bookshelf,10-13
322,3.8,2.06,1563410907,9781563410901,en-US,288,253,17,6/1/2005,Firebrand Books,10-13
323,2.52,2.5,345479173,9780345479174,en-US,384,12748,948,12/28/2004,Ballantine Books,10-13
324,0.72,2.18,451205367,9780451205360,eng,194,76451,3400,2/1/2008,Berkley Books,10-13
325,0.84,3.09,1419349996,9781419349997,eng,4,86,15,6/17/2005,Recorded Books  Inc.,10-13
326,2.13,2.44,1400098033,9781400098033,eng,480,9498,637,5/10/2005,Broadway Books,10-13
327,1.73,1.66,743226720,9780743226721,eng,386,166916,6243,7/4/2006,Simon  Schuster,10-13
328,3.05,1.84,140481397,9780140481396,eng,192,1299,30,11/18/1976,Penguin Books,10-13
329,1.13,1.72,226014908,9780226014906,eng,284,31,5,7/15/2000,University of Chicago Press,10-13
330,0.26,2.12,1416500189,9781416500186,eng,418,200744,7656,3/4/2009,Howard Publishing Co,10-13
331,3.16,3.63,310258979,9780310258971,eng,5,26,2,3/15/2005,Zondervan,10-13
332,1.6,0.91,60838582,9780060838584,eng,399,190039,4922,7/5/2005,Harper Perennial,10-13
333,0.75,2.85,141006870,9780141006871,eng,384,811,77,4/4/2002,Penguin Books,10-13
334,2.08,2.53,812968069,9780812968064,eng,269,297533,14935,2/21/2006,Random House,10-13
335,2.65,2.76,385340540,9780385340540,eng,422,72361,2334,9/26/2006,Delta,10-13
336,2.11,2.45,394720245,9780394720241,eng,1344,11208,1237,7/12/1975,Vintage,10-13
337,2.02,1.93,345480600,9780345480606,eng,320,28,1,7/25/2006,Ballantine Books,10-13
338,1.32,1.2,60193395,9780060193393,en-US,201,3877,275,6/10/1999,HarperCollins Publishers  Inc.,10-13
339,2.6,2.02,1579546013,9781579546014,en-US,288,401,63,4/1/2005,Rodale Books,10-13
340,2.14,1.07,972018417,9780972018418,eng,405,814,51,11/26/2003,High Point Media,10-13
341,0.6,2.04,471743674,9780471743675,en-US,245,228,16,10/1/2005,John Wiley & Sons,10-13
342,1.19,1.39,471430455,9780471430452,eng,432,39,1,4/18/2003,Wiley,10-13
343,2.41,1.88,805431578,9780805431575,eng,368,26,8,5/15/2005,B Books,10-13
344,0.09,2.48,679838864,9780679838869,en-US,68,11178,623,2/16/1993,Random House Books for Young Readers,10-13
345,2.94,1.13,373250711,9780373250714,eng,392,3379,67,9/24/2004,Red Dress Ink,10-13
346,1.1,3.04,140143459,9780140143454,eng,256,22843,936,10/1/1990,Penguin Books,10-13
347,2.47,2.51,802732291,9780802732293,eng,214,13,1,6/1/1993,Walker & Company,10-13
348,1.12,1.86,1841721476,694055000612,eng,64,8,2,3/1/2001,Ryland Peters & Small,10-13
349,1.36,0.85,030723827X,9780307238276,eng,256,14103,74,4/4/2006,Clarkson Potter,10-13
350,2.77,2.91,1400052580,9781400052585,eng,256,40125,217,2/22/2005,Clarkson Potter,10-13
351,1.45,1.97,307346587,9780307346582,eng,240,8822,55,4/3/2007,Clarkson Potter,10-13
352,2.13,4.06,1400052386,9781400052387,eng,256,3697,34,9/26/2006,Clarkson Potter,10-13
353,2.55,2.62,609609971,9780609609972,eng,304,1426,16,3/25/2003,Clarkson Potter Publishers,10-13
354,1.13,2.66,1400052378,9781400052370,eng,287,275,15,10/1/2004,Clarkson Potter Publishers,10-13
355,2.39,1.57,61234001,9780061234002,eng,320,628745,13034,10/17/2006,William Morrow,10-13
356,2.84,2.8,8466625127,9788466625128,spa,250,193,23,8/1/2006,Ediciones B,10-13
357,1.61,1.44,61245135,9780061245138,en-US,496,98,5,12/8/2006,Harper,10-13
358,2.96,1.9,399153594,9780399153594,eng,338,189,25,6/1/2006,Putnam Publishing Group,10-13
359,2.06,2.58,156030209,9780156030205,en-US,401,4318,668,5/3/2004,Mariner Books / Harvest Books,10-13
360,2.16,2.44,828808392,9780828808392,fre,448,177,26,11/24/2005,Gallimard,10-13
361,4.02,2.95,140285970,9780140285970,eng,400,102,8,9/1/1999,Penguin Books,10-13
362,1.11,1.02,307276902,9780307276902,eng,515,206011,10821,9/22/2005,Anchor Books,10-13
363,2.31,2.04,1411677315,9781411677319,en-US,256,43,6,2/10/2006,Lulu.com,10-13
364,2.72,2.49,61171468,9780061171468,en-US,191,201,24,3/28/2006,William Morrow Paperbacks,10-13
365,1.73,1.57,787968331,9780787968335,en-US,458,873,40,8/7/2003,Jossey-Bass,10-13
366,0.59,2.4,446394599,9780446394598,eng,193,5354,281,2/1/1993,Business Plus,10-13
367,2.33,2.32,131494848,9780131494848,en-GB,542,55,4,7/7/2005,Prentice Hall,10-13
368,2.94,2.79,316861014,9780316861014,eng,397,1820,147,10/1/2002,Little  Brown,10-13
369,1.96,2.85,60574216,9780060574215,eng,368,132062,3303,4/3/2012,Harper Paperbacks,10-13
370,1.55,1.8,60192771,9780060192778,en-US,368,18,1,10/21/1998,Harper,10-13
371,2.73,3.25,006123205X,9780061232053,eng,2,43,3,4/3/2007,HarperAudio,10-13
372,1.75,2.27,735200300,9780735200302,en-US,320,82,13,10/29/1998,Prentice Hall Press,10-13
373,2.21,3.25,553381679,9780553381672,eng,512,184418,4432,6/25/2002,Bantam,10-13
374,2.39,4.03,517542021,9780517542026,eng,468,495,67,5/4/1980,Crown Publishing Group,10-13
375,2.28,2.99,393324818,9780393324815,eng,317,85094,4155,3/17/2004,W. W. Norton  Company,10-13
376,2.24,1.22,744005612,9780744005615,eng,112,0,0,6/1/2005,BradyGames,10-13
377,1.34,2.72,140280197,9780140280197,eng,452,60946,3167,9/1/2000,Penguin (Business),10-13
378,2.78,1.22,055338368X,9780553383683,eng,392,21934,1629,9/27/2005,Bantam,10-13
379,1.44,1.71,553295411,9780553295412,eng,414,16312,175,3/1/1992,Spectra Books,10-13
380,2.98,2.51,812590104,9780812590104,en-US,721,146,4,6/18/2001,Tor Classics,10-13
381,2.11,1.28,038551641X,9780385516419,eng,354,3002,198,7/1/2006,Doubleday Books,10-13
382,1.2,3.29,553381393,9780553381399,eng,448,3422,157,8/28/2001,Bantam,10-13
383,2.39,2.69,553382047,9780553382044,eng,400,2138,125,7/1/2003,Bantam,10-13
384,0.69,2.35,446691437,9780446691437,eng,168,53653,4702,4/1/2003,Warner Books,10-13
385,0.9,1.99,826413013,9780826413017,en-US,176,14,2,5/30/2002,Continuum,10-13
386,0.81,1.89,811701646,9780811701648,eng,340,85,6,4/24/2006,Stackpole Books,10-13
387,2.76,1.67,140442758,9780140442755,en-US,160,226,20,1/30/1973,Penguin Classics,10-13
388,2.81,2.17,192802771,9780192802774,eng,128,29,6,1/16/2003,Oxford University Press  USA,10-13
389,2.48,1.82,140449744,9780140449747,eng,176,236,22,8/25/2005,Penguin Classics,10-13
390,1.42,2.05,879756322,9780879756321,eng,157,14,0,12/1/1991,Prometheus Books,10-13
391,2.02,2.25,189031823X,9781890318239,eng,125,26,4,2/11/2019,St. Augustines Press,10-13
392,1.79,2.63,872207889,9780872207882,eng,272,154,4,6/15/2006,Hackett Publishing Company  Inc.,10-13
393,2.01,1.58,801435307,9780801435300,eng,233,18,1,9/1/1998,Cornell University Press,10-13
394,1.92,1.45,872204626,9780872204621,eng,128,28,7,3/15/1999,Hackett Publishing Company  Inc.,10-13
395,1.51,3.36,140449043,9780140449044,en-GB,208,8186,198,1/29/2004,Penguin Classics,10-13
396,1.65,2.81,140449086,9780140449082,eng,716,34727,597,1/30/2003,Penguin Books,10-13
397,1.23,2.16,140446389,9780140446388,eng,622,227,18,9/1/1954,Penguin Classics,10-13
398,2.3,2.11,879757779,9780879757779,en-US,613,2,0,11/1/1992,Prometheus Books,10-13
399,1.29,3.6,192824252,9780192824257,eng,772,271,41,11/19/1998,Oxford University Press,10-13
400,0.96,3.22,140440348,9780140440348,en-US,653,143,17,8/30/1970,Penguin Classics,10-13
401,1.25,1.99,393959465,9780393959468,en-US,464,40,5,1/17/1992,W.W. Norton & Company,13-16
402,1.94,2.11,375400613,9780375400612,en-US,816,132,10,3/25/1997,Everyman's Library 234,13-16
403,3.19,2.98,226327701,9780226327709,en-US,710,36,6,3/14/1987,University of Chicago Press,13-16
404,1.82,1.83,140275363,9780140275360,eng,683,288792,3423,4/29/1999,Penguin Classics,13-16
405,3.41,2.13,872203522,9780872203525,en-US,574,1058,137,3/12/1997,Hackett Publishing Company  Inc.,13-16
406,1.98,4.54,374529051,9780374529055,en-US,588,692,81,4/3/2004,Farrar  Straus and Giroux,13-16
407,1.51,1.55,147712556,9780147712554,eng,1556,54939,380,11/1/1999,Penguin Classics,13-16
408,1.4,1.98,140447946,9780140447941,eng,462,1919,118,1/30/2003,Penguin Classics,13-16
409,3.7,1.36,451527372,9780451527370,en-US,312,158,15,8/1/1999,Signet Classics,13-16
410,2.07,2.3,872205428,9780872205420,en-US,216,212,18,9/15/2000,Hackett Publishing Company  Inc.,13-16
411,1.27,2.8,143039954,9780143039952,eng,541,760871,6557,11/30/2006,Penguin Classics,13-16
412,2.35,0.74,374525749,9780374525743,eng,515,1713,179,11/5/1998,Farrar  Straus and Giroux,13-16
413,1.34,2.86,60931957,9780060931957,eng,374,1131,78,6/1/1999,Harper Perennial,13-16
414,0.85,2.02,140449116,9780140449112,eng,324,2543,167,1/30/2003,Penguin Classics,13-16
415,2.46,2.22,451527364,9780451527363,eng,304,262,24,8/1/1999,Signet Classics,13-16
416,3.11,2.57,086516584X,9780865165847,eng,161,69,6,1/1/2001,Bolchazy-Carducci Publishers,13-16
417,1.31,1.48,067499583X,9780674995833,mul,607,414,10,10/1/1999,Harvard University Press,13-16
418,2.45,1.72,1891190237,9781891190230,eng,136,67,7,1/30/2006,Atelos Press,13-16
419,1.71,0.92,192837680,9780192837684,eng,180,259,15,9/2/1999,Oxford University Press,13-16
420,3.05,1.18,155832125X,9781558321250,eng,272,55,0,12/3/1997,Harvard Common Press,13-16
421,1.17,2.67,141000589,9780141000589,eng,1808,578,25,11/7/2002,Viking,13-16
422,1.63,2.25,517092948,9780517092941,eng,1248,62,6,10/13/1991,Gramercy,13-16
423,1.35,0.57,521618746,9780521618748,eng,289,609271,7139,8/1/2005,Cambridge University Press,13-16
424,1.49,2.04,1557831572,9781557831576,eng,137,8159,118,2/1/1994,Applause Books,13-16
425,1.98,2.25,006251279X,9780062512796,en-US,272,888,92,5/1/1995,HarperOne,13-16
426,3.19,1.56,62513346,9780062513342,en-US,212,1204,79,9/28/1996,HarperOne,13-16
427,3.23,0.9,60527986,9780060527983,en-US,142,22662,945,3/30/2004,HarperOne,13-16
428,2.03,2.54,60832819,9780060832810,eng,336,58917,2575,7/3/2006,HarperOne,13-16
429,1.55,1.61,61122092,9780061122095,eng,208,70760,2702,5/23/2006,HarperOne,13-16
430,2.16,2.62,60930136,9780060930134,en-US,256,1415,68,4/26/2000,HarperOne,13-16
431,1.92,3.61,61124265,9780061124266,eng,210,132064,5452,6/1/2006,Harper Perennial,13-16
432,1.88,1.47,140714545,9780140714548,eng,148,1658,125,12/1/2001,Penguin Books,13-16
433,0.95,2.37,764586033,9780764586033,en-US,129,65,6,5/30/2000,Cliffs Notes,13-16
434,2.69,2.5,764585681,9780764585685,eng,240,102,16,5/29/2000,Cliffs Notes,13-16
435,2.2,4.34,879232153,9780879232153,eng,450,489,57,3/24/2015,Nonpareil Books,13-16
436,1.33,1.83,674991206,9780674991200,mul,496,208,7,1/1/1919,Harvard University Press,13-16
437,1.24,2.2,872201686,9780872201682,eng,172,610,15,10/1/1993,Hackett Publishing Company  Inc.,13-16
438,1.08,4.04,674991222,9780674991224,mul,400,38,0,1/1/1921,Harvard University Press,13-16
439,3.22,1.96,872203948,9780872203945,eng,530,154,21,6/1/1998,Hackett Publishing Company  Inc.,13-16
440,2.46,2.48,393971678,9780393971675,eng,554,24,4,7/17/1998,W. W. Norton & Company,13-16
441,1.55,1.48,674991877,9780674991873,eng,480,35,0,1/1/1923,Harvard University Press,13-16
442,1.22,1.26,929524357,9780929524351,eng,34,2,0,1/30/1989,Bryn Mawr Commentaries,13-16
443,1.45,1.32,226307808,9780226307800,eng,221,4483,56,2/15/1955,University of Chicago Press,13-16
444,1.89,3.59,226307840,9780226307848,eng,228,3334,46,1/15/1969,University of Chicago Press,13-16
445,1.99,3.02,226307832,9780226307831,eng,307,560,8,11/15/1968,University of Chicago Press,13-16
446,2.33,3.54,1590171802,9781590171806,eng,312,679,85,8/1/2006,New York Review of Books,13-16
447,2.65,2.63,553213636,9780553213638,en-US,432,1464,21,8/1/1990,Bantam Classics,13-16
448,3.58,1.07,226307824,9780226307824,eng,255,541,15,1/15/1992,University of Chicago Press,13-16
449,1.77,1.12,226307816,9780226307817,eng,264,790,12,4/15/2002,University of Chicago Press,13-16
450,2.54,2.17,140449299,9780140449297,eng,206,9197,120,3/27/2003,Penguin Books,13-16
451,1.03,1.7,674995600,9780674995604,mul,432,61,4,1/1/1994,Loeb Classical Library,13-16
452,2.5,3.11,521643864,9780521643863,grc,431,201,9,9/16/2002,Cambridge University Press,13-16
453,3.16,2.2,140447261,9780140447262,eng,360,164,8,1/26/2006,Penguin Classics,13-16
454,3.31,2.71,195125983,9780195125986,eng,160,154,13,2/22/2001,Oxford University Press  USA,13-16
455,2.79,2.85,413752801,9780413752802,eng,192,9,0,11/9/2000,Bloomsbury Methuen Drama,13-16
456,1.38,1.57,486424626,9780486424620,eng,64,34,4,7/17/2002,Dover Publications,13-16
457,2.6,1.39,393325830,9780393325836,eng,128,116,6,7/17/2004,W. W. Norton  Company,13-16
458,1.39,2.83,192832603,9780192832603,eng,282,158,2,12/20/2001,Oxford University Press,13-16
459,3.29,1.17,674995333,9780674995338,mul,528,27,5,2/15/1995,Loeb Classical Library,13-16
460,2.41,3.28,195061667,9780195061666,eng,142,1950,95,2/1/1990,Oxford University Press  USA,13-16
461,1.55,2.83,067499566X,9780674995666,mul,464,30,4,9/1/1998,Loeb Classical Library,13-16
462,2.42,2.68,195145666,9780195145663,eng,116,367,35,8/10/2006,Oxford University Press  USA,13-16
463,2.21,1.02,071563187X,9780715631874,eng,160,23,1,10/31/2002,Bristol Classical Press,13-16
464,2.32,1.44,822004240,9780822004240,eng,69,5,0,9/13/1965,Cliffs Notes,13-16
465,1.79,,674995740,9780674995741,mul,528,29,2,12/1/1999,Loeb Classical Library,13-16
466,1.23,1.74,674996003,9780674996007,mul,605,25,3,6/15/2002,Loeb Classical Library,13-16
467,2.05,1.39,715629948,9780715629949,eng,144,12,1,3/9/2006,Bristol Classical Press,13-16
468,2.73,1.62,226307662,9780226307664,eng,672,46,7,8/1/1992,University of Chicago Press,13-16
469,1.34,3.77,226307786,9780226307787,en-US,171,712,53,5/15/1969,University of Chicago Press,13-16
470,3.94,3.05,226307948,9780226307947,eng,188,389,26,2/1/1992,University of Chicago Press,13-16
471,1.41,1.89,019513592X,9780195135923,eng,304,77,7,10/7/2004,Oxford University Press  USA,13-16
472,3.56,1.45,140443339,9780140443332,eng,335,28726,591,2/7/1984,Penguin Classics,13-16
473,1.43,2.04,872203905,9780872203907,eng,224,303,21,9/15/1998,Hackett Publishing Company  Inc.,13-16
474,1.57,1.84,140441123,9780140441123,eng,160,4303,62,8/30/1961,Penguin Books,13-16
475,2.34,3.25,374527059,9780374527051,en-US,208,215,25,9/4/2004,Farrar  Straus and Giroux,13-16
476,3.83,2.18,081221627X,9780812216271,eng,178,12,3,11/1/1997,University of Pennsylvania Press,13-16
477,1.77,3.26,226307646,9780226307640,eng,358,74,7,8/1/1992,University of Chicago Press,13-16
478,1.48,2.34,521539811,9780521539814,eng,95,31,3,1/22/2004,Cambridge University Press,13-16
479,2.45,4.4,1400041929,9781400041923,eng,127,63,8,1/20/2004,Everyman's Library,13-16
480,2.08,2.53,812216717,9780812216714,en-GB,232,12,2,1/1/1998,University of Pennsylvania Press,13-16
481,2.57,,486292428,9780486292427,eng,151,89,8,9/24/1996,Dover Publications,13-16
482,2.42,3.3,1419150014,9781419150012,eng,208,1,0,6/17/2004,Kessinger Publishing,13-16
483,2.61,3.82,226307867,9780226307862,eng,254,5032,36,5/15/1969,University of Chicago Press,13-16
484,2.27,2.68,452011671,9780452011670,eng,288,553,46,5/1/1996,Plume,13-16
485,3.03,0.89,451527844,9780451527844,eng,420,2883,40,3/1/2001,New American Library,13-16
486,1.09,1.01,015602764X,9780156027649,eng,259,45589,726,11/1/2002,Mariner Books,13-16
487,0.5,1.03,140444254,9780140444254,eng,430,2979,288,1/3/2000,Penguin Books,13-16
488,1.6,3.76,872205851,9780872205857,en-US,304,109,7,3/15/2003,Hackett Publishing Company  Inc.,13-16
489,2.87,2.77,679431322,9780679431329,en-US,223,52,3,10/18/1994,Alfred A. Knopf,13-16
490,0.55,1.25,140440283,9780140440287,eng,218,135,9,4/30/1953,Penguin,13-16
491,1.78,1.46,192835882,9780192835888,eng,178,13358,199,9/17/1998,Oxford University Press,13-16
492,2.95,2.89,1580495931,9781580495936,eng,75,141555,1776,6/22/2006,Prestwick House - (Literary Touchstone Classic),13-16
493,2.23,2.48,451621603,9780451621603,eng,390,8,1,9/1/1958,Signet Books (NY),13-16
494,2.52,3.42,521617359,9780521617352,grc,214,218,1,8/1/2006,Cambridge University Press,13-16
495,,3.13,1416500332,9781416500339,eng,144,740,57,7/1/2005,Simon  Schuster,13-16
496,2.52,2.28,452007178,9780452007178,eng,624,6086,79,11/1/1984,Plume,13-16
497,2.79,2.32,415907446,9780415907446,eng,256,96,8,8/27/1996,Routledge,13-16
498,1.87,2.36,553213431,9780553213430,eng,577,1998,33,3/1/1984,Bantam Classics,13-16
499,2.01,0.13,812234561,9780812234565,eng,336,4,0,1/29/1998,University of Pennsylvania Press,13-16
500,2.87,1.34,872203611,9780872203617,eng,480,1,0,9/15/1998,Hackett Publishing Company  Inc.,13-16
501,0.98,2.29,140448144,9780140448146,en-US,241,3833,120,1/30/2003,Penguin Classics,13-16
502,3.37,3.34,1585100870,9781585100873,eng,96,23,1,5/1/2003,Focus Publishing/R. Pullins Company,13-16
503,-0.25,2.08,199120099,9780199120093,eng,254,13,2,12/15/1969,Oxford University Press  USA,13-16
504,2.48,3.44,674995376,9780674995376,grc,624,69,10,12/15/1998,Loeb Classical Library/Harvard University Press,13-16
505,3.07,1.69,140441522,9780140441529,eng,224,391,27,2/28/1964,Penguin Books,13-16
506,1.52,1.86,156027658,9780156027656,eng,400,14,2,1/6/2003,Harcourt,13-16
507,2.93,1.29,674995961,9780674995963,grc,608,58,4,5/1/2002,Harvard University Press,13-16
508,3.14,1.38,822007762,49086007763,eng,80,5,0,12/29/1983,Cliffs Notes,13-16
509,1.63,1.35,198721595,9780198721598,eng,376,14,3,10/1/1995,Oxford University Press,13-16
510,1.41,2.86,451616227,9780451616227,eng,98,19,2,2/1/1970,Signet,13-16
511,3.29,2.61,198140819,9780198140818,eng,408,262,13,2/25/1999,Oxford University Press  USA,13-16
512,1.69,2.22,872206033,9780872206038,eng,132,30604,552,3/1/2003,Hackett Publishing Company  Inc.,13-16
513,1.74,2.98,140443320,9780140443325,en-US,335,42,1,7/27/1978,Penguin Classics,13-16
514,1.43,0.72,521774330,9780521774338,en-GB,238,5,2,4/13/2000,Cambridge University Press,13-16
515,1.07,0.93,1400032717,9781400032716,eng,226,1054308,35537,5/18/2004,Vintage,13-16
516,2.29,2.68,316156507,9780316156509,eng,372,4067,357,8/8/2006,Little Brown and Company,13-16
517,1.79,0.83,743482778,9780743482776,eng,272,138101,2513,7/1/2004,Simon Schuster,13-16
518,3.28,2.2,743271327,9780743271325,eng,55,24985,1751,12/2/2005,Scribner,13-16
519,2.26,2.05,142000280,9780142000281,en-GB,267,105507,3838,12/31/2002,Penguin Books,13-16
520,2.41,1.51,1576751724,9781576751725,eng,176,75,12,8/27/2001,Berrett-Koehler Publishers,13-16
521,2.14,2.16,843392463X,9788433924636,spa,144,240,30,6/1/2001,Anagrama,13-16
